TIME,TIME_LABEL,GEO,GEO_LABEL,SEX,AGE,UNIT,Value,Flag and Footnotes
2007,2007,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1031215,
2007,2007,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1031215,
2004,2004,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1031904,
1993,1993,DE72,Gießen,Total,Total,Number,1032082,
2002,2002,IE01,"Border, Midland and Western (NUTS 2013)",Total,Total,Number,1032151,
1996,1996,UKL2,East Wales,Total,Total,Number,1032200,
1993,1993,DE23,Oberpfalz,Total,Total,Number,1032218,
2017,2017,TR81,"Zonguldak, Karabük, Bartin",Total,Total,Number,1032260,
1992,1992,NL21,Overijssel,Total,Total,Number,1032418,
1999,1999,BG33,Severoiztochen,Total,Total,Number,1032801,
2009,2009,PL52,Opolskie,Total,Total,Number,1033040,
1996,1996,CH05,Ostschweiz,Total,Total,Number,1033084,
2003,2003,UKI3,Inner London - West,Total,Total,Number,1033084,
2005,2005,BE33,Prov. Liège,Total,Total,Number,1034024,
2017,2017,ES12,Principado de Asturias,Total,Total,Number,1034302,
1992,1992,UKK4,Devon,Total,Total,Number,1034700,
2018,2018,TR81,"Zonguldak, Karabük, Bartin",Total,Total,Number,1034922,
2011,2011,TR81,"Zonguldak, Karabük, Bartin",Total,Total,Number,1035071,
1995,1995,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,1035501,
2008,2008,CH03,Nordwestschweiz,Total,Total,Number,1035934,
1998,1998,CH05,Ostschweiz,Total,Total,Number,1036181,
2008,2008,DEC,Saarland,Total,Total,Number,1036598,
2008,2008,Dec-00,Saarland,Total,Total,Number,1036598,
1997,1997,CH05,Ostschweiz,Total,Total,Number,1036625,
2008,2008,PL52,Opolskie,Total,Total,Number,1037088,
1992,1992,NL31,Utrecht,Total,Total,Number,1037294,
1997,1997,UKL2,East Wales,Total,Total,Number,1037300,
2018,2018,DED5,Leipzig,Total,Total,Number,1037782,
2005,2005,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1037786,
1990,1990,ES62,Región de Murcia,Total,Total,Number,1037838,
1993,1993,UKK4,Devon,Total,Total,Number,1038500,
1998,1998,BG33,Severoiztochen,Total,Total,Number,1038529,
1999,1999,CH05,Ostschweiz,Total,Total,Number,1038600,
1993,1993,NL21,Overijssel,Total,Total,Number,1039083,
2006,2006,NO01,Oslo og Akershus,Total,Total,Number,1039536,
2018,2018,BG34,Yugoiztochen,Total,Total,Number,1039549,
2016,2016,DE72,Gießen,Total,Total,Number,1040091,
2001,2001,BG32,Severen tsentralen,Total,Total,Number,1040117,
2006,2006,BE33,Prov. Liège,Total,Total,Number,1040297,
1994,1994,DE23,Oberpfalz,Total,Total,Number,1040561,
2004,2004,UKI3,Inner London - West,Total,Total,Number,1040785,
2016,2016,ES12,Principado de Asturias,Total,Total,Number,1040925,
2000,2000,CH05,Ostschweiz,Total,Total,Number,1041863,
2007,2007,PL52,Opolskie,Total,Total,Number,1041941,
1994,1994,UKK4,Devon,Total,Total,Number,1042300,
1994,1994,DE72,Gießen,Total,Total,Number,1042537,
2008,2008,ES53,Illes Balears,Total,Total,Number,1042857,
2007,2007,DEC,Saarland,Total,Total,Number,1043167,
2007,2007,Dec-00,Saarland,Total,Total,Number,1043167,
1998,1998,UKL2,East Wales,Total,Total,Number,1043300,
2017,2017,DE72,Gießen,Total,Total,Number,1043643,
2001,2001,CH05,Ostschweiz,Total,Total,Number,1043836,
2006,2006,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1044133,
2010,2010,DE72,Gießen,Total,Total,Number,1044269,
1994,1994,NL21,Overijssel,Total,Total,Number,1044648,
1991,1991,ES62,Región de Murcia,Total,Total,Number,1044764,
1995,1995,UKK4,Devon,Total,Total,Number,1045700,
2018,2018,DE72,Gießen,Total,Total,Number,1045807,
2002,2002,CH05,Ostschweiz,Total,Total,Number,1045895,
1996,1996,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,1046120,
2017,2017,BG34,Yugoiztochen,Total,Total,Number,1046125,
1997,1997,BG33,Severoiztochen,Total,Total,Number,1046134,
1993,1993,NL31,Utrecht,Total,Total,Number,1047035,
1999,1999,UKL2,East Wales,Total,Total,Number,1047200,
1995,1995,DE23,Oberpfalz,Total,Total,Number,1047267,
2006,2006,PL52,Opolskie,Total,Total,Number,1047407,
2007,2007,BE33,Prov. Liège,Total,Total,Number,1047414,
2000,2000,BG32,Severen tsentralen,Total,Total,Number,1047670,
1996,1996,UKK4,Devon,Total,Total,Number,1048100,
2008,2008,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1048491,
2008,2008,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1048491,
2009,2009,DE72,Gießen,Total,Total,Number,1048683,
1995,1995,DE72,Gießen,Total,Total,Number,1049136,
2009,2009,CH03,Nordwestschweiz,Total,Total,Number,1049518,
2015,2015,ES12,Principado de Asturias,Total,Total,Number,1049875,
1997,1997,UKK4,Devon,Total,Total,Number,1049900,
1996,1996,BG33,Severoiztochen,Total,Total,Number,1050129,
2006,2006,DEC,Saarland,Total,Total,Number,1050293,
2006,2006,Dec-00,Saarland,Total,Total,Number,1050293,
1995,1995,NL21,Overijssel,Total,Total,Number,1050389,
2000,2000,UKL2,East Wales,Total,Total,Number,1051030,
2003,2003,CH05,Ostschweiz,Total,Total,Number,1051164,
2005,2005,PL52,Opolskie,Total,Total,Number,1051531,
2007,2007,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1052467,
2016,2016,BG34,Yugoiztochen,Total,Total,Number,1052575,
2008,2008,DE72,Gießen,Total,Total,Number,1053259,
1998,1998,UKK4,Devon,Total,Total,Number,1053300,
2008,2008,BE33,Prov. Liège,Total,Total,Number,1053722,
2003,2003,IE01,"Border, Midland and Western (NUTS 2013)",Total,Total,Number,1053785,
1996,1996,NL21,Overijssel,Total,Total,Number,1053966,
1996,1996,DE23,Oberpfalz,Total,Total,Number,1054474,
2001,2001,UKL2,East Wales,Total,Total,Number,1054690,
1997,1997,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,1055401,
2018,2018,HU21,Közép-Dunántúl,Total,Total,Number,1055570,
1999,1999,BG32,Severen tsentralen,Total,Total,Number,1055616,
2004,2004,PL52,Opolskie,Total,Total,Number,1055667,
1990,1990,DE24,Oberfranken,Total,Total,Number,1055822,
1996,1996,DE72,Gießen,Total,Total,Number,1055882,
2005,2005,UKI3,Inner London - West,Total,Total,Number,1055913,
2015,2015,DE24,Oberfranken,Total,Total,Number,1055955,
1994,1994,NL31,Utrecht,Total,Total,Number,1056033,
2017,2017,HU21,Közép-Dunántúl,Total,Total,Number,1056097,
2014,2014,DE24,Oberfranken,Total,Total,Number,1056365,
2005,2005,DEC,Saarland,Total,Total,Number,1056417,
2005,2005,Dec-00,Saarland,Total,Total,Number,1056417,
2004,2004,CH05,Ostschweiz,Total,Total,Number,1056524,
1990,1990,DE22,Niederbayern,Total,Total,Number,1057436,
2007,2007,DE72,Gießen,Total,Total,Number,1057553,
1995,1995,BG33,Severoiztochen,Total,Total,Number,1057657,
2002,2002,ES43,Extremadura,Total,Total,Number,1057790,
2007,2007,NO01,Oslo og Akershus,Total,Total,Number,1057794,
1999,1999,UKK4,Devon,Total,Total,Number,1057900,
1997,1997,NL21,Overijssel,Total,Total,Number,1057944,
1992,1992,ES62,Región de Murcia,Total,Total,Number,1058075,
2002,2002,UKL2,East Wales,Total,Total,Number,1058292,
2015,2015,BG34,Yugoiztochen,Total,Total,Number,1058515,
2013,2013,DE24,Oberfranken,Total,Total,Number,1058711,
2014,2014,ES12,Principado de Asturias,Total,Total,Number,1058975,
2001,2001,ES43,Extremadura,Total,Total,Number,1059011,
2016,2016,DE24,Oberfranken,Total,Total,Number,1059358,
2005,2005,CH05,Ostschweiz,Total,Total,Number,1059586,
1997,1997,DE23,Oberpfalz,Total,Total,Number,1060014,
2000,2000,ES43,Extremadura,Total,Total,Number,1060030,
2009,2009,BE33,Prov. Liège,Total,Total,Number,1060035,
2008,2008,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1060232,
2003,2003,ES43,Extremadura,Total,Total,Number,1060351,
1997,1997,DE72,Gießen,Total,Total,Number,1060367,
2016,2016,HU21,Közép-Dunántúl,Total,Total,Number,1060703,
2010,2010,CH03,Nordwestschweiz,Total,Total,Number,1060753,
1998,1998,DE72,Gießen,Total,Total,Number,1060847,
1999,1999,DE72,Gießen,Total,Total,Number,1060951,
2003,2003,PL52,Opolskie,Total,Total,Number,1061009,
2009,2009,TRA1,"Erzurum, Erzincan, Bayburt",Total,Total,Number,1061287,
2006,2006,DE72,Gießen,Total,Total,Number,1061323,
2004,2004,DEC,Saarland,Total,Total,Number,1061376,
2004,2004,Dec-00,Saarland,Total,Total,Number,1061376,
2012,2012,DE24,Oberfranken,Total,Total,Number,1061573,
1999,1999,ES43,Extremadura,Total,Total,Number,1061607,
2006,2006,CH05,Ostschweiz,Total,Total,Number,1061852,
2010,2010,TRA1,"Erzurum, Erzincan, Bayburt",Total,Total,Number,1062205,
2003,2003,ES12,Principado de Asturias,Total,Total,Number,1062326,
2014,2014,TRA1,"Erzurum, Erzincan, Bayburt",Total,Total,Number,1062345,
2017,2017,DE24,Oberfranken,Total,Total,Number,1062394,
2004,2004,ES12,Principado de Asturias,Total,Total,Number,1062412,
1991,1991,ES43,Extremadura,Total,Total,Number,1062741,
2005,2005,ES12,Principado de Asturias,Total,Total,Number,1062753,
2002,2002,ES12,Principado de Asturias,Total,Total,Number,1062786,
1998,1998,ES43,Extremadura,Total,Total,Number,1062980,
1992,1992,ES43,Extremadura,Total,Total,Number,1063112,
2015,2015,HU21,Közép-Dunántúl,Total,Total,Number,1063408,
1995,1995,NL31,Utrecht,Total,Total,Number,1063460,
2006,2006,ES12,Principado de Asturias,Total,Total,Number,1063488,
2000,2000,DE72,Gießen,Total,Total,Number,1063503,
1998,1998,NL21,Overijssel,Total,Total,Number,1063527,
2001,2001,DE72,Gießen,Total,Total,Number,1063538,
2003,2003,UKL2,East Wales,Total,Total,Number,1063680,
2014,2014,BG34,Yugoiztochen,Total,Total,Number,1063690,
2016,2016,TRA1,"Erzurum, Erzincan, Bayburt",Total,Total,Number,1063789,
1997,1997,ES43,Extremadura,Total,Total,Number,1063882,
2005,2005,DE72,Gießen,Total,Total,Number,1064228,
2004,2004,ES43,Extremadura,Total,Total,Number,1064374,
1993,1993,ES43,Extremadura,Total,Total,Number,1064385,
1998,1998,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,1064508,
1996,1996,ES43,Extremadura,Total,Total,Number,1064700,
1998,1998,DE23,Oberpfalz,Total,Total,Number,1064702,
1994,1994,ES43,Extremadura,Total,Total,Number,1064776,
1994,1994,BG33,Severoiztochen,Total,Total,Number,1064816,
2001,2001,ES12,Principado de Asturias,Total,Total,Number,1064851,
1990,1990,DEC,Saarland,Total,Total,Number,1064907,
1990,1990,Dec-00,Saarland,Total,Total,Number,1064907,
2003,2003,DEC,Saarland,Total,Total,Number,1064988,
2003,2003,Dec-00,Saarland,Total,Total,Number,1064988,
2002,2002,DE72,Gießen,Total,Total,Number,1065028,
1995,1995,ES43,Extremadura,Total,Total,Number,1065076,
2007,2007,CH05,Ostschweiz,Total,Total,Number,1065253,
1990,1990,ES43,Extremadura,Total,Total,Number,1065258,
2007,2007,ES12,Principado de Asturias,Total,Total,Number,1065287,
2011,2011,DE24,Oberfranken,Total,Total,Number,1065322,b
2004,2004,DE72,Gießen,Total,Total,Number,1065467,
2000,2000,UKK4,Devon,Total,Total,Number,1065835,
2003,2003,DE72,Gießen,Total,Total,Number,1065909,
1998,1998,BG32,Severen tsentralen,Total,Total,Number,1066275,
2002,2002,PL52,Opolskie,Total,Total,Number,1066438,
2002,2002,DEC,Saarland,Total,Total,Number,1066470,
2002,2002,Dec-00,Saarland,Total,Total,Number,1066470,
2018,2018,DE24,Oberfranken,Total,Total,Number,1066840,
2001,2001,BG31,Severozapaden,Total,Total,Number,1067180,
1993,1993,BG33,Severoiztochen,Total,Total,Number,1067248,
2006,2006,UKI3,Inner London - West,Total,Total,Number,1067469,
2015,2015,TRA1,"Erzurum, Erzincan, Bayburt",Total,Total,Number,1067560,
2010,2010,BE33,Prov. Liège,Total,Total,Number,1067685,
2013,2013,ES12,Principado de Asturias,Total,Total,Number,1067797,
2013,2013,BG34,Yugoiztochen,Total,Total,Number,1067981,
2000,2000,ES12,Principado de Asturias,Total,Total,Number,1068287,
2011,2011,TRA1,"Erzurum, Erzincan, Bayburt",Total,Total,Number,1068446,
2009,2009,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1068532,
2009,2009,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1068532,
2001,2001,DEC,Saarland,Total,Total,Number,1068703,
2001,2001,Dec-00,Saarland,Total,Total,Number,1068703,
2009,2009,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1068838,
1999,1999,DE23,Oberpfalz,Total,Total,Number,1069121,
2014,2014,HU21,Közép-Dunántúl,Total,Total,Number,1069190,
2007,2007,UKI3,Inner London - West,Total,Total,Number,1069622,
2005,2005,ES43,Extremadura,Total,Total,Number,1070096,
2009,2009,ES53,Illes Balears,Total,Total,Number,1070167,
2004,2004,UKL2,East Wales,Total,Total,Number,1070407,
1999,1999,NL21,Overijssel,Total,Total,Number,1070444,
2018,2018,ES43,Extremadura,Total,Total,Number,1070453,
2008,2008,UKI3,Inner London - West,Total,Total,Number,1070507,
1996,1996,NL31,Utrecht,Total,Total,Number,1070585,
2001,2001,PL52,Opolskie,Total,Total,Number,1070598,
2011,2011,CH03,Nordwestschweiz,Total,Total,Number,1070820,b
2008,2008,ES12,Principado de Asturias,Total,Total,Number,1071079,
2011,2011,DE23,Oberpfalz,Total,Total,Number,1071424,b
2000,2000,DEC,Saarland,Total,Total,Number,1071501,
2000,2000,Dec-00,Saarland,Total,Total,Number,1071501,
2013,2013,TRA1,"Erzurum, Erzincan, Bayburt",Total,Total,Number,1071878,
1999,1999,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,1071911,
2012,2012,DE23,Oberpfalz,Total,Total,Number,1072091,
1999,1999,ES12,Principado de Asturias,Total,Total,Number,1072219,
2018,2018,TRA1,"Erzurum, Erzincan, Bayburt",Total,Total,Number,1072404,
2012,2012,TRA1,"Erzurum, Erzincan, Bayburt",Total,Total,Number,1072848,
2012,2012,BG34,Yugoiztochen,Total,Total,Number,1072850,
1993,1993,ES62,Región de Murcia,Total,Total,Number,1072937,
1991,1991,DEC,Saarland,Total,Total,Number,1072960,
1991,1991,Dec-00,Saarland,Total,Total,Number,1072960,
2001,2001,UKK4,Devon,Total,Total,Number,1073784,
2008,2008,CH05,Ostschweiz,Total,Total,Number,1073904,
2000,2000,PL52,Opolskie,Total,Total,Number,1074205,
1999,1999,DEC,Saarland,Total,Total,Number,1074223,
1999,1999,Dec-00,Saarland,Total,Total,Number,1074223,
2012,2012,ES12,Principado de Asturias,Total,Total,Number,1074308,
2000,2000,DE23,Oberpfalz,Total,Total,Number,1074338,
2009,2009,UKI3,Inner London - West,Total,Total,Number,1074595,
2013,2013,HU21,Közép-Dunántúl,Total,Total,Number,1074702,
2013,2013,DE23,Oberpfalz,Total,Total,Number,1074738,
1991,1991,DE24,Oberfranken,Total,Total,Number,1074866,
2006,2006,ES43,Extremadura,Total,Total,Number,1074937,
2004,2004,IE01,"Border, Midland and Western (NUTS 2013)",Total,Total,Number,1074951,
2008,2008,TRA1,"Erzurum, Erzincan, Bayburt",Total,Total,Number,1075088,
2011,2011,ES12,Principado de Asturias,Total,Total,Number,1075869,
1998,1998,ES12,Principado de Asturias,Total,Total,Number,1076012,
1997,1997,BG32,Severen tsentralen,Total,Total,Number,1076255,
2009,2009,ES12,Principado de Asturias,Total,Total,Number,1076276,
2010,2010,DE24,Oberfranken,Total,Total,Number,1076400,
1992,1992,DEC,Saarland,Total,Total,Number,1076882,
1992,1992,Dec-00,Saarland,Total,Total,Number,1076882,
2010,2010,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1076924,
2010,2010,ES12,Principado de Asturias,Total,Total,Number,1077102,
2017,2017,ES43,Extremadura,Total,Total,Number,1077525,
2000,2000,NL21,Overijssel,Total,Total,Number,1077625,
2005,2005,UKL2,East Wales,Total,Total,Number,1077971,
2014,2014,DE23,Oberpfalz,Total,Total,Number,1077991,
1991,1991,DE22,Niederbayern,Total,Total,Number,1078128,
2017,2017,TRA1,"Erzurum, Erzincan, Bayburt",Total,Total,Number,1078207,
2000,2000,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,1078457,
2011,2011,BG34,Yugoiztochen,Total,Total,Number,1078597,
2008,2008,NO01,Oslo og Akershus,Total,Total,Number,1079051,
1997,1997,ES12,Principado de Asturias,Total,Total,Number,1079198,
2001,2001,DE23,Oberpfalz,Total,Total,Number,1079217,
1997,1997,NL31,Utrecht,Total,Total,Number,1079428,
2012,2012,HU21,Közép-Dunántúl,Total,Total,Number,1079589,b
2002,2002,UKK4,Devon,Total,Total,Number,1079722,
2012,2012,CH03,Nordwestschweiz,Total,Total,Number,1079913,
1998,1998,DEC,Saarland,Total,Total,Number,1080790,
1998,1998,Dec-00,Saarland,Total,Total,Number,1080790,
2010,2010,UKI3,Inner London - West,Total,Total,Number,1081014,
2000,2000,BG31,Severozapaden,Total,Total,Number,1081257,
2010,2010,DE23,Oberpfalz,Total,Total,Number,1081417,
2007,2007,ES43,Extremadura,Total,Total,Number,1081872,
2011,2011,BE33,Prov. Liège,Total,Total,Number,1082136,b
2009,2009,DE24,Oberfranken,Total,Total,Number,1082516,
1992,1992,BG33,Severoiztochen,Total,Total,Number,1082553,
1996,1996,ES12,Principado de Asturias,Total,Total,Number,1082714,
2015,2015,DE23,Oberpfalz,Total,Total,Number,1082761,
2010,2010,ES53,Illes Balears,Total,Total,Number,1083679,
2009,2009,DE23,Oberpfalz,Total,Total,Number,1083780,
1992,1992,DE24,Oberfranken,Total,Total,Number,1083982,
1993,1993,DEC,Saarland,Total,Total,Number,1084015,
1993,1993,Dec-00,Saarland,Total,Total,Number,1084015,
1997,1997,DEC,Saarland,Total,Total,Number,1084184,
1997,1997,Dec-00,Saarland,Total,Total,Number,1084184,
1995,1995,DEC,Saarland,Total,Total,Number,1084201,
1995,1995,Dec-00,Saarland,Total,Total,Number,1084201,
1996,1996,DEC,Saarland,Total,Total,Number,1084370,
1996,1996,Dec-00,Saarland,Total,Total,Number,1084370,
1994,1994,DEC,Saarland,Total,Total,Number,1084517,
1994,1994,Dec-00,Saarland,Total,Total,Number,1084517,
1996,1996,BG32,Severen tsentralen,Total,Total,Number,1084790,
2006,2006,UKL2,East Wales,Total,Total,Number,1084923,
2016,2016,ES43,Extremadura,Total,Total,Number,1084969,
2002,2002,DE23,Oberpfalz,Total,Total,Number,1085609,
2009,2009,CH05,Ostschweiz,Total,Total,Number,1085698,
2003,2003,UKK4,Devon,Total,Total,Number,1085827,
1995,1995,ES12,Principado de Asturias,Total,Total,Number,1086001,
2001,2001,NL21,Overijssel,Total,Total,Number,1086280,
1991,1991,PL52,Opolskie,Total,Total,Number,1086331,
2008,2008,DE23,Oberpfalz,Total,Total,Number,1086684,
2010,2010,BG34,Yugoiztochen,Total,Total,Number,1087181,
1994,1994,ES62,Región de Murcia,Total,Total,Number,1087209,
2001,2001,EL4,"Nisia Aigaiou, Kriti",Total,Total,Number,1087658,
2007,2007,DE23,Oberpfalz,Total,Total,Number,1087939,
2012,2012,BE33,Prov. Liège,Total,Total,Number,1088074,b
1994,1994,ES12,Principado de Asturias,Total,Total,Number,1088497,
1998,1998,NL31,Utrecht,Total,Total,Number,1088621,
2011,2011,BE24,Prov. Vlaams-Brabant,Total,Total,Number,1088692,b
2008,2008,DE24,Oberfranken,Total,Total,Number,1088845,
2003,2003,DE23,Oberpfalz,Total,Total,Number,1088929,
1992,1992,PL52,Opolskie,Total,Total,Number,1089233,
2011,2011,UKI3,Inner London - West,Total,Total,Number,1089392,
2010,2010,BE1,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1089538,
2010,2010,BE10,Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest,Total,Total,Number,1089538,
2006,2006,DE23,Oberpfalz,Total,Total,Number,1089543,
1999,1999,PL52,Opolskie,Total,Total,Number,1089586,
2008,2008,ES43,Extremadura,Total,Total,Number,1089655,
2018,2018,SI03,Vzhodna Slovenija,Total,Total,Number,1089717,
2008,2008,SI03,Vzhodna Slovenija,Total,Total,Number,1089757,b
2004,2004,DE23,Oberpfalz,Total,Total,Number,1089826,
1995,1995,BG32,Severen tsentralen,Total,Total,Number,1089887,
2005,2005,DE23,Oberpfalz,Total,Total,Number,1090289,
1998,1998,PL52,Opolskie,Total,Total,Number,1091077,
1993,1993,ES12,Principado de Asturias,Total,Total,Number,1091116,
2017,2017,SI03,Vzhodna Slovenija,Total,Total,Number,1091159,
2013,2013,CH03,Nordwestschweiz,Total,Total,Number,1091302,
2015,2015,ES43,Extremadura,Total,Total,Number,1091623,
2011,2011,ES53,Illes Balears,Total,Total,Number,1091664,
2004,2004,UKK4,Devon,Total,Total,Number,1091729,
2016,2016,SI03,Vzhodna Slovenija,Total,Total,Number,1092193,
2016,2016,DE23,Oberpfalz,Total,Total,Number,1092339,
1997,1997,PL52,Opolskie,Total,Total,Number,1092524,
1992,1992,ES12,Principado de Asturias,Total,Total,Number,1092874,
1992,1992,DE22,Niederbayern,Total,Total,Number,1092944,
1994,1994,BG32,Severen tsentralen,Total,Total,Number,1093159,
1996,1996,PL52,Opolskie,Total,Total,Number,1093172,
2007,2007,UKL2,East Wales,Total,Total,Number,1093189,
2013,2013,BE33,Prov. Liège,Total,Total,Number,1093191,
2015,2015,SI03,Vzhodna Slovenija,Total,Total,Number,1093545,
1991,1991,BG33,Severoiztochen,Total,Total,Number,1093617,
2002,2002,NL21,Overijssel,Total,Total,Number,1094032,
2011,2011,HU21,Közép-Dunántúl,Total,Total,Number,1094104,
1993,1993,PL52,Opolskie,Total,Total,Number,1094191,
2010,2010,CH05,Ostschweiz,Total,Total,Number,1094202,
2009,2009,BG34,Yugoiztochen,Total,Total,Number,1094253,
1993,1993,DE24,Oberfranken,Total,Total,Number,1094271,
1999,1999,BG31,Severozapaden,Total,Total,Number,1094487,
2007,2007,DE24,Oberfranken,Total,Total,Number,1094525,
2009,2009,ES43,Extremadura,Total,Total,Number,1094693,
2014,2014,SI03,Vzhodna Slovenija,Total,Total,Number,1094709,
1994,1994,PL52,Opolskie,Total,Total,Number,1094886,
1995,1995,PL52,Opolskie,Total,Total,Number,1095398,
1991,1991,ES12,Principado de Asturias,Total,Total,Number,1095557,
2014,2014,BE33,Prov. Liège,Total,Total,Number,1095661,b
